1781 1 22 0 0.333 2.0 -1 131693055765 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments_sichtfeld19 0.333 1.3 0.0 0.25 0 -1
1781 1 22 0 0.333 2.0 -1 1053411248410 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments_sichtfeld19 0.333 1.3 0.0 0.25 0 -1
1781 1 22 0 0.333 2.0 -1 1093190461466 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments_sichtfeld19 0.333 1.3 0.0 0.25 0 -1
1781 1 22 0 0.333 2.0 -1 103492794018 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments_sichtfeld19 0.333 1.3 0.0 0.25 0 -1
1781 1 22 0 0.333 2.0 -1 24692098854 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments_sichtfeld19 0.333 1.3 0.0 0.25 0 -1
1781 1 22 0 0.333 2.0 -1 138167095335 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments_sichtfeld19 0.333 1.3 0.0 0.25 0 -1
1781 1 22 0 0.333 2.0 -1 180503285032 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments_sichtfeld19 0.333 1.3 0.0 0.25 0 -1
1781 1 22 0 0.333 2.0 -1 801410179253 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments_sichtfeld19 0.333 1.3 0.0 0.25 0 -1
1781 1 22 0 0.333 2.0 -1 668244077501 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments_sichtfeld19 0.333 1.3 0.0 0.25 0 -1
1781 1 22 0 0.333 2.0 -1 555854833092 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments_sichtfeld19 0.333 1.3 0.0 0.25 0 -1
1781 1 22 0 0.333 2.0 -1 217218888913 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments_sichtfeld19 0.333 1.3 0.0 0.25 0 -1
1781 1 22 0 0.333 2.0 -1 1057920620639 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments_sichtfeld19 0.333 1.3 0.0 0.25 0 -1
1781 1 22 0 0.333 2.0 -1 1019835484641 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments_sichtfeld19 0.333 1.3 0.0 0.25 0 -1
1781 1 22 0 0.333 2.0 -1 278615000801 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments_sichtfeld19 0.333 1.3 0.0 0.25 0 -1
1781 1 22 0 0.333 2.0 -1 496081931617 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments_sichtfeld19 0.333 1.3 0.0 0.25 0 -1
1781 1 22 0 0.333 2.0 -1 586245494892 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments_sichtfeld19 0.333 1.3 0.0 0.25 0 -1
1781 1 22 0 0.333 2.0 -1 457222186478 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments_sichtfeld19 0.333 1.3 0.0 0.25 0 -1
1781 1 22 0 0.333 2.0 -1 576200129007 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments_sichtfeld19 0.333 1.3 0.0 0.25 0 -1
1781 1 22 0 0.333 2.0 -1 101645572085 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments_sichtfeld19 0.333 1.3 0.0 0.25 0 -1
1781 1 22 0 0.333 2.0 -1 932358877564 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments_sichtfeld19 0.333 1.3 0.0 0.25 0 -1
1781 1 22 0 0.333 2.0 -1 131693055765 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments_sichtfeld19 0.333 1.3 0.0 0.25 1 -1
1781 1 22 0 0.333 2.0 -1 1053411248410 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments_sichtfeld19 0.333 1.3 0.0 0.25 1 -1
